Generation,Treatment,Sample,Sex,GenTreatment,Antibiotic,Sugar.Weight,Glucose ,Trehalose,Glycogen,Fat.Weight,TAG
F1,N-,25,female,N,no antibiotic,3.55,12.03507718,7.726999576,84.76046444,3.73,48.02117519
F1,N-,26,female,N,no antibiotic,3.3,10.1925458,8.329763246,71.55716051,3.44,34.98084988
F1,N-,27,female,N,no antibiotic,3.88,10.17844528,11.1342636,59.75841727,3.84,34.13226758
F1,N-,28,female,N,no antibiotic,3.67,10.92020946,13.2477155,101.2185592,3.61,40.20156405
F1,C-,1,female,C,no antibiotic,3.64,13.3169412,11.82602332,112.5863018,3.6,26.28170761
F1,C-,2,female,C,no antibiotic,3.69,10.96041752,9.356945273,43.28617807,3.82,30.36995913
F1,C-,3,female,C,no antibiotic,3.51,13.99376016,6.214503776,60.26322901,4.32,31.63957601
F1,C-,4,female,C,no antibiotic,3.47,11.07756176,7.531327299,81.34354963,3.7,29.98175093
F1,C-,5,female,C,no antibiotic,3.65,12.79108741,12.9760905,86.00722826,3.59,24.31236367
F1,C-,6,female,C,no antibiotic,3.59,9.721556834,11.43447035,61.46659515,3.71,34.49187941
F1,C-,7,female,C,no antibiotic,3.74,11.55210222,12.70386343,93.47875917,3.93,27.5187999
F1,C-,8,female,C,no antibiotic,3.8,12.76485958,11.42724435,85.00561386,3.5,20.51752854
F1,C-,9,female,C,no antibiotic,3.61,9.977531415,11.85217299,69.87891513,3.8,17.46679924
F1,C-,10,female,C,no antibiotic,3.62,10.97751661,15.03806232,73.10233954,3.35,16.1122301
F1,C-,11,female,C,no antibiotic,3.48,10.0102918,13.21375454,65.85170773,3.74,16.67873025
F1,C-,12,female,C,no antibiotic,3.72,12.09551525,13.63069978,66.6718575,3.42,30.78233099
F1,C-,13,female,C,no antibiotic,3.55,10.68162752,11.53466466,77.44403156,3.72,14.05591549
F1,C-,14,female,C,no antibiotic,3.29,8.966231036,7.116912978,61.27623405,3.3,18.22735868
F1,C-,15,female,C,no antibiotic,3.49,11.20988637,12.67389936,112.1781148,3.54,19.49245167
F1,C-,16,female,C,no antibiotic,3.79,9.87757732,13.18628138,113.7982137,3.89,22.16856412
F1,C-,17,female,C,no antibiotic,3.82,9.158809317,10.98188676,91.0874961,3.38,17.24629419
F1,C-,18,female,C,no antibiotic,3.82,8.880621693,11.72351661,94.77621924,3.45,14.85094999
F1,C-,19,female,C,no antibiotic,3.33,11.5287633,11.98091821,87.17289802,3.79,17.0781377
F1,C-,20,female,C,no antibiotic,3.8,10.59172487,11.14534975,117.9636512,3.69,20.95200975
F1,C-,21,female,C,no antibiotic,3.46,11.80393651,10.8022755,85.34873197,3.67,28.8029987
F1,C-,22,female,C,no antibiotic,3.96,11.39421665,14.27916622,121.7168756,3.74,14.35057903
F1,C-,23,female,C,no antibiotic,3.89,11.69610507,15.54965871,74.68459571,4.22,38.254335
F1,C-,24,female,C,no antibiotic,3.74,10.62597173,12.42124973,98.89321234,3.42,15.97665607
F1,C-,25,female,C,no antibiotic,3.9,11.27307531,14.49316643,111.1164342,3.79,18.66129562
F1,C-,26,female,C,no antibiotic,3.27,6.871076371,9.178600685,68.26181173,3.66,24.46138728
F1,C-,27,female,C,no antibiotic,3.88,12.57024135,11.82099771,112.5619778,3.95,41.35540493
F1,C-,28,female,C,no antibiotic,3.2,10.22769188,13.44435132,114.3630431,3.76,28.80093988
F1,H-,1,female,H,no antibiotic,3.79,10.39826562,14.39278957,95.21937343,3.86,26.48550716
F1,H-,2,female,H,no antibiotic,3.73,11.09338516,9.971698202,78.64721627,3.47,26.7489053
F1,H-,3,female,H,no antibiotic,3.5,13.10780924,11.05448878,90.04947215,3.48,25.81057137
F1,H-,4,female,H,no antibiotic,3.84,13.24343499,8.182003651,33.77210279,3.16,15.79527052
F1,H-,5,female,H,no antibiotic,3.47,12.71150831,10.74610043,69.93041877,3.86,42.04228423
F1,H-,6,female,H,no antibiotic,3.55,11.49881723,10.89146684,72.69860145,3.84,15.78713836
F1,H-,7,female,H,no antibiotic,3.42,9.201586426,8.366631418,63.39300063,3.74,25.12911325
F1,H-,8,female,H,no antibiotic,3.59,13.00140797,14.08391301,79.86869935,3.48,15.94537739
F1,H-,9,female,H,no antibiotic,3.9,12.88929899,14.23244135,76.95644807,3.26,15.39124553
F1,H-,10,female,H,no antibiotic,3.96,13.45227478,12.04237219,96.85724236,3.93,33.1459011
F1,H-,11,female,H,no antibiotic,3.74,11.86359936,6.696732465,50.76675584,3.99,33.63223269
F1,H-,12,female,H,no antibiotic,4.02,12.69814719,10.28776372,85.51754604,3.69,20.94574016
F1,H-,13,female,H,no antibiotic,3.74,11.74385017,11.55224436,83.1543753,3.66,16.01760457
F1,H-,14,female,H,no antibiotic,3.65,10.27182601,6.149489412,62.46944247,3.5,28.07259573
F1,H-,15,female,H,no antibiotic,3.86,11.97974187,14.39661686,97.36508571,3.63,38.48663648
F1,H-,16,female,H,no antibiotic,3.54,12.31396181,14.68054541,108.3756934,3.69,24.84262754
F1,H-,17,female,H,no antibiotic,3.77,10.27978842,14.56200159,113.0995146,3.62,35.87119598
F1,H-,18,female,H,no antibiotic,3.58,10.01101092,13.093332,122.1612633,3.26,37.65762864
F1,H-,19,female,H,no antibiotic,3.63,12.10466125,12.8743311,38.22341357,3.07,22.28627939
F1,H-,20,female,H,no antibiotic,4.09,7.929786161,11.14532892,96.01110054,3.37,27.00792206
F1,H-,21,female,H,no antibiotic,3.59,9.569295701,10.66473236,82.62074891,3.43,17.78452676
F1,H-,22,female,H,no antibiotic,3.73,10.93726504,12.31845371,70.92395599,3.98,29.82237199
F1,H-,23,female,H,no antibiotic,3.7,14.05498997,10.97023856,109.0630285,3.42,15.91154025
F1,H-,24,female,H,no antibiotic,3.74,10.44773153,14.93201385,140.5950106,3.6,28.56916901
F1,H-,25,female,H,no antibiotic,3.61,10.80728822,8.818918554,79.40762436,3.48,27.34820782
F1,H-,26,female,H,no antibiotic,3.67,8.992144276,12.41232853,115.3621765,3.85,33.793338
F1,H-,27,female,H,no antibiotic,3.44,9.992647506,10.78675865,82.2278753,3.67,25.8176708
F1,H-,28,female,H,no antibiotic,3.85,10.73497597,14.41310896,129.2640679,3.58,27.31200226
F2,N+,1,male,N,antibiotic,2.54,7.214766107,7.47973155,23.48836937,2.6,4.843581139
F2,N+,2,male,N,antibiotic,2.64,5.838818694,6.804919226,30.76863175,2.6,5.264367511
F2,N+,3,male,N,antibiotic,2.64,7.53559421,6.347697884,33.11533722,2.66,8.649732095
F2,N+,4,male,N,antibiotic,2.53,5.99338175,5.882992597,33.13638509,2.56,7.83268003
F2,N+,5,male,N,antibiotic,2.51,8.046342708,10.20236742,33.00218119,2.67,11.62428589
F2,N+,6,male,N,antibiotic,2.62,6.484745318,6.973452264,20.88717635,2.44,8.735621942
F2,N+,7,male,N,antibiotic,2.93,6.916925276,13.93982825,17.23625932,2.92,3.44041327
F2,N+,8,male,N,antibiotic,2.67,5.373103446,6.516123546,25.69820619,2.47,16.53172878
F2,N+,9,male,N,antibiotic,2.23,7.017812179,10.95457451,20.32438772,2.63,6.596409805
F2,N+,10,male,N,antibiotic,2.69,8.699417079,3.428407376,17.590517,2.75,4.284118204
F2,N+,11,male,N,antibiotic,2.68,7.196314709,8.184866904,32.87717895,2.45,2.18128297
F2,N+,12,male,N,antibiotic,2.57,5.278238857,8.245172086,33.15419867,2.6,10.00332964
F2,N+,13,male,N,antibiotic,2.78,7.385428026,8.782347288,38.3099534,2.69,8.259412029
F2,N+,14,male,N,antibiotic,2.74,7.748599513,12.02741834,34.31771091,2.65,8.24611786
F2,N+,15,male,N,antibiotic,2.65,7.189486652,9.379796004,37.07345817,2.53,7.068517435
F2,N+,16,male,N,antibiotic,2.82,5.681903866,8.343857214,38.78364215,2.9,11.50738523
F2,N+,17,male,N,antibiotic,2.67,6.02549721,8.828627876,33.18330852,2.68,9.931335308
F2,N+,18,male,N,antibiotic,2.6,6.340219506,11.50463974,40.57936699,2.67,6.692975174
F2,N+,19,male,N,antibiotic,2.64,8.808598969,11.51743025,51.11311299,2.55,9.621238992
F2,N+,20,male,N,antibiotic,2.52,5.584110733,16.20373787,22.40971189,2.74,5.233759001
F2,N+,21,male,N,antibiotic,2.74,7.923042736,14.25043113,43.09421141,2.5,7.321275115
F2,N+,22,male,N,antibiotic,2.57,7.935636401,8.317176521,32.83325388,2.93,12.04630152
F2,N+,23,male,N,antibiotic,2.53,7.462828073,31.2999242,27.17036281,2.32,9.296081974
F2,N+,24,male,N,antibiotic,2.52,6.196203959,11.34114439,35.97266279,3.26,9.917685863
F2,N+,25,male,N,antibiotic,2.62,4.914656559,10.43988069,38.22034532,2.61,9.700983837
F2,N+,26,male,N,antibiotic,2.68,5.216057439,10.58389842,31.17438077,2.66,10.11635482
F2,N+,27,male,N,antibiotic,2.63,8.575466461,12.86327998,45.36932947,2.91,11.30210077
F2,N+,28,male,N,antibiotic,2.48,5.656123643,15.77765425,35.28949859,2.46,14.39337417
F2,C+,1,male,C,antibiotic,2.48,6.052733082,4.267138969,18.19316433,2.74,15.2920631
F2,C+,2,male,C,antibiotic,2.71,6.680714365,8.998488716,16.2737667,2.67,9.692670362
F2,C+,3,male,C,antibiotic,2.57,6.854044623,10.83765618,28.16348719,2.86,10.61596448
F2,C+,4,male,C,antibiotic,2.59,6.490888566,6.409319455,15.85095595,2.53,8.032507678
F2,C+,5,male,C,antibiotic,2.84,7.714392618,9.124706228,26.25572291,2.59,11.83542493
F2,C+,6,male,C,antibiotic,2.63,6.303481797,7.453046496,22.69412405,2.7,14.41457609
F2,C+,7,male,C,antibiotic,2.65,5.979969643,11.15421821,32.45366459,2.98,14.56569877
F2,C+,8,male,C,antibiotic,2.27,5.216418318,11.27235573,20.14270467,2.27,19.65622206
F2,C+,9,male,C,antibiotic,2.66,6.029629322,7.257882074,21.68544125,2.54,19.21946987
F2,C+,10,male,C,antibiotic,2.53,7.148128072,1.546542208,17.14532312,2.54,21.75915883
F2,C+,11,male,C,antibiotic,2.86,6.602376298,7.859425539,31.90953702,2.77,13.17256993
F2,C+,12,male,C,antibiotic,2.21,7.320302653,8.76826487,33.75056087,2.78,12.45528362
F2,C+,13,male,C,antibiotic,2.75,8.699137562,8.018707164,39.21304063,2.68,16.84663553
F2,C+,14,male,C,antibiotic,2.59,5.955720226,6.774747257,34.27545293,2.58,14.65927369
F2,C+,15,male,C,antibiotic,2.58,8.066518223,10.59420543,36.60888274,2.66,16.30523122
F2,C+,16,male,C,antibiotic,2.74,7.184320225,9.090883075,29.86831726,2.59,17.44458661
F2,C+,17,male,C,antibiotic,2.55,6.259936407,14.15238292,33.29840903,2.36,9.346634222
F2,C+,18,male,C,antibiotic,2.74,7.160032863,9.789021929,47.24808274,2.56,12.1865443
F2,C+,19,male,C,antibiotic,2.64,6.693848933,11.02993067,32.43504454,2.69,9.006356371
F2,C+,20,male,C,antibiotic,2.67,5.589026584,11.88988838,37.33411278,2.55,8.005009519
F2,C+,21,male,C,antibiotic,2.66,8.901822748,15.17686852,44.57316881,2.74,2.429543989
F2,C+,22,male,C,antibiotic,2.69,4.221037172,11.04349576,40.01057228,2.5,9.582483986
F2,C+,23,male,C,antibiotic,2.59,7.401840463,14.46679216,38.11278992,2.6,18.55595753
F2,C+,24,male,C,antibiotic,2.67,7.142267308,15.6457913,54.61536844,2.57,23.92507408
F2,C+,25,male,C,antibiotic,2.67,6.170134674,14.41340741,44.94167159,2.6,9.429010098
F2,C+,26,male,C,antibiotic,2.57,7.116389859,11.26560226,32.25378689,2.71,12.8200266
F2,C+,27,male,C,antibiotic,2.63,7.738692404,13.51299655,43.08883046,2.66,24.14475125
F2,C+,28,male,C,antibiotic,2.6,5.367885326,9.440802146,37.52357745,2.68,15.00894916
F2,H+,1,male,H,antibiotic,2.66,6.618833083,6.89830657,12.71628721,2.65,14.52166259
F2,H+,2,male,H,antibiotic,2.79,4.635515999,0.915178521,15.13785693,2.61,3.451270952
F2,H+,3,male,H,antibiotic,2.58,9.506798963,8.366379705,31.67623675,2.65,10.80723561
F2,H+,4,male,H,antibiotic,2.49,6.462433507,7.608305812,14.4605169,2.62,12.6697623
F2,H+,5,male,H,antibiotic,2.63,4.459017273,7.57499405,16.95166133,2.71,21.36862805
F2,H+,6,male,H,antibiotic,2.69,6.419231347,15.51456527,19.86208256,2.77,10.2075435
F2,H+,7,male,H,antibiotic,2.8,5.560117576,8.464157151,24.08050742,2.58,6.662336655
F2,H+,8,male,H,antibiotic,2.69,6.900078103,14.68747972,19.30452963,2.56,6.473960813
F2,H+,9,male,H,antibiotic,2.56,6.787330317,9.20962864,23.08675289,2.64,8.112283194
F2,H+,10,male,H,antibiotic,2.98,5.845354283,13.93829575,14.34400427,2.81,11.22070408
F2,H+,11,male,H,antibiotic,2.6,7.40339014,8.706868577,35.94517277,2.54,34.88411098
F2,H+,12,male,H,antibiotic,2.57,7.117851103,9.827882404,27.95228918,2.66,6.24896913
F2,H+,13,male,H,antibiotic,2.52,7.207496686,8.917435874,28.19559995,2.54,9.540322976
F2,H+,14,male,H,antibiotic,2.66,6.154812153,10.01116351,36.08670513,2.61,11.01923423
F2,H+,15,male,H,antibiotic,2.61,5.488144407,8.702676849,22.84523277,2.65,13.32784068
F2,H+,16,male,H,antibiotic,2.55,6.822264441,10.3249838,31.47224018,2.41,3.467154146
F2,H+,17,male,H,antibiotic,2.61,8.977202646,11.7441731,32.87424097,2.47,16.97656049
F2,H+,18,male,H,antibiotic,2.54,7.893870271,14.74976191,34.85312997,2.65,11.2158407
F2,H+,19,male,H,antibiotic,2.55,7.070867499,17.47921075,28.92407975,2.62,8.084905795
F2,H+,20,male,H,antibiotic,2.5,6.819760592,12.09986162,41.81867874,2.5,2.493650975
F2,H+,21,male,H,antibiotic,2.62,8.28604615,17.82749537,42.13372941,2.59,5.051491958
F2,H+,22,male,H,antibiotic,2.67,7.766248014,12.28571817,44.91266511,2.6,16.31184712
F2,H+,23,male,H,antibiotic,2.54,6.834950844,10.03219311,39.01808833,2.68,12.03167837
F2,H+,24,male,H,antibiotic,2.64,5.016380016,13.41610327,53.43820474,2.74,14.75674887
F2,H+,25,male,H,antibiotic,2.66,7.085356841,13.81742094,43.09691328,2.8,4.943331354
F2,H+,26,male,H,antibiotic,2.65,8.33447395,13.95532146,55.71272885,2.62,8.624555688
F2,H+,27,male,H,antibiotic,2.68,9.711430701,16.317039,46.07556098,2.63,18.27904376
F2,H+,28,male,H,antibiotic,2.48,8.254541333,12.54400019,52.60597352,2.86,18.12259446
F2,N-,1,male,N,no antibiotic,2.57,6.081301207,12.40324541,48.79475365,2.53,18.75447238
F2,N-,2,male,N,no antibiotic,2.78,7.754512389,6.752865756,28.96010391,2.72,11.54455817
F2,N-,3,male,N,no antibiotic,2.25,7.944305091,10.84652979,27.18254458,2.86,8.016236629
F2,N-,4,male,N,no antibiotic,2.67,7.827534197,9.855034374,37.10674929,2.69,9.571510121
F2,N-,5,male,N,no antibiotic,2.67,7.858165197,13.93259218,27.82426818,2.64,7.126468875
F2,N-,6,male,N,no antibiotic,2.42,7.643552191,10.60602933,35.53093825,2.67,10.3272127
F2,N-,7,male,N,no antibiotic,2.9,8.517718551,13.76172763,38.98572157,2.66,12.57276216
F2,N-,8,male,N,no antibiotic,2.57,8.059767036,9.49455778,40.36960655,2.58,12.27866433
F2,N-,9,male,N,no antibiotic,2.9,5.934966031,10.46107232,28.42275199,3.13,7.896425118
F2,N-,10,male,N,no antibiotic,2.28,7.660668714,4.799759169,20.88984866,2.44,13.2379859
F2,N-,11,male,N,no antibiotic,2.89,7.067887592,17.46075985,37.31996553,2.86,10.22662312
F2,N-,12,male,N,no antibiotic,2.58,6.464867265,6.09151812,17.88087684,2.64,9.05749473
F2,N-,13,male,N,no antibiotic,2.69,11.35531136,7.286767123,32.95429945,2.52,7.69130136
F2,N-,14,male,N,no antibiotic,2.64,6.908757561,4.528597438,25.46182325,2.55,7.831004128
F2,N-,15,male,N,no antibiotic,2.89,8.573050138,14.5298587,36.16301302,2.54,12.11720376
F2,N-,16,male,N,no antibiotic,2.53,6.000916061,11.05785124,40.96384543,2.77,11.78194034
F2,N-,17,male,N,no antibiotic,2.22,7.167293307,5.962969736,39.12515299,2.75,10.53234681
F2,N-,18,male,N,no antibiotic,2.65,5.607593323,17.02171702,47.37893498,2.59,21.63215357
F2,N-,19,male,N,no antibiotic,2.59,5.451861262,13.42289141,42.07777406,2.74,10.09322183
F2,N-,20,male,N,no antibiotic,2.83,8.046799592,11.75217562,70.32826494,2.8,8.803647455
F2,N-,21,male,N,no antibiotic,2.98,7.647005113,11.20893065,18.08367446,2.65,11.86897221
F2,N-,22,male,N,no antibiotic,2.49,6.556862788,14.3355067,35.28565776,2.65,11.18235164
F2,N-,23,male,N,no antibiotic,2.57,8.00881112,12.57168118,44.94853602,2.59,21.84971052
F2,N-,24,male,N,no antibiotic,2.6,8.174645962,14.81629627,44.32747248,2.63,7.908891144
F2,N-,25,male,N,no antibiotic,2.63,6.601748808,10.65911246,46.71100086,2.56,12.47453306
F2,N-,26,male,N,no antibiotic,2.65,7.427224913,23.3917042,60.63391171,2.63,15.42249919
F2,N-,27,male,N,no antibiotic,2.51,7.239634756,11.25893838,45.66371311,2.49,9.84763269
F2,N-,28,male,N,no antibiotic,2.62,6.517523855,10.33700077,51.6501593,2.59,3.881267657
F2,C-,1,male,C,no antibiotic,2.63,5.91281615,13.66149555,30.61931948,2.6,7.762535314
F2,C-,2,male,C,no antibiotic,2.62,5.722339491,4.656703727,25.49071607,2.56,3.503939174
F2,C-,3,male,C,no antibiotic,2.53,6.819959158,8.678008322,27.3526839,2.56,3.661330355
F2,C-,4,male,C,no antibiotic,2.59,6.125932305,5.108394387,21.54333853,2.63,10.29420902
F2,C-,5,male,C,no antibiotic,2.64,6.701096516,10.5273226,23.77081368,2.55,5.162325984
F2,C-,6,male,C,no antibiotic,2.42,6.747475445,10.03262729,40.3052651,2.54,6.281469523
F2,C-,7,male,C,no antibiotic,2.77,5.132609338,7.078907657,17.12890675,2.59,12.46881477
F2,C-,8,male,C,no antibiotic,2.62,5.730190207,9.282981215,26.12541133,2.61,7.870802258
F2,C-,9,male,C,no antibiotic,2.57,6.81949178,8.654772928,25.63765399,2.77,9.881756131
F2,C-,10,male,C,no antibiotic,2.58,4.845523643,7.03623329,24.32597206,2.45,9.040186445
F2,C-,11,male,C,no antibiotic,2.67,7.54147813,12.38143805,25.22122829,2.78,15.61003389
F2,C-,12,male,C,no antibiotic,2.77,6.759304251,9.617198896,33.07667201,2.31,6.750786188
F2,C-,13,male,C,no antibiotic,2.57,6.279283369,8.702863276,29.24053192,2.62,12.35059856
F2,C-,14,male,C,no antibiotic,2.8,5.406092203,8.462762831,40.3128373,2.66,8.505000391
F2,C-,15,male,C,no antibiotic,2.63,7.167737786,11.40507059,46.03739042,2.38,8.593066418
F2,C-,16,male,C,no antibiotic,2.82,6.864639588,11.37881983,30.4720803,2.72,13.21844977
F2,C-,17,male,C,no antibiotic,2.47,5.773498329,8.609785757,39.53329312,2.74,10.17371658
F2,C-,18,male,C,no antibiotic,2.66,6.8461031,11.33600031,35.69038629,2.58,5.184124729
F2,C-,19,male,C,no antibiotic,2.81,7.570991866,17.96502213,69.91880714,2.83,6.463883406
F2,C-,20,male,C,no antibiotic,2.19,7.305072021,10.42760402,39.76457139,2.65,11.6248201
F2,C-,21,male,C,no antibiotic,2.66,7.48487458,13.2756632,35.78638646,2.67,15.16388464
F2,C-,22,male,C,no antibiotic,3.01,5.679825304,13.2297149,48.57751157,2.6,15.26542591
F2,C-,23,male,C,no antibiotic,2.62,6.393318818,8.824524625,27.71718345,2.49,10.44850177
F2,C-,24,male,C,no antibiotic,2.6,6.784402144,6.586395122,32.85392486,2.48,5.079552666
F2,C-,25,male,C,no antibiotic,2.45,5.849914084,8.391619336,23.69891959,2.69,17.65603434
F2,C-,26,male,C,no antibiotic,2.66,5.881051141,14.53469851,33.41685967,2.76,5.037752163
F2,C-,27,male,C,no antibiotic,2.54,7.108397308,9.665497981,32.77719293,2.58,7.236847716
F2,C-,28,male,C,no antibiotic,2.47,5.08809105,7.73155757,28.15830944,2.74,11.07170248
F2,H-,1,male,H,no antibiotic,2.6,6.28108854,9.995635728,34.57459567,2.7,13.54853403
F2,H-,2,male,H,no antibiotic,2.98,6.83485734,6.962646914,30.92290743,2.59,9.565504012
F2,H-,3,male,H,no antibiotic,2.32,6.718302278,3.500198557,27.92250218,2.72,8.259573491
F2,H-,4,male,H,no antibiotic,2.55,7.886122069,5.440892211,30.02364527,2.66,16.00973327
F2,H-,5,male,H,no antibiotic,2.57,8.728466719,11.31812139,34.50881183,2.68,24.14699192
F2,H-,6,male,H,no antibiotic,2.62,7.955660938,7.817924802,26.46258994,2.54,7.61092706
F2,H-,7,male,H,no antibiotic,2.5,6.020958894,11.09761921,25.0754364,2.83,16.09025502
F2,H-,8,male,H,no antibiotic,2.65,7.725458447,8.009983509,48.30128885,2.68,14.94370989
F2,H-,9,male,H,no antibiotic,2.64,8.736480733,9.657163987,43.34387463,2.73,9.524360029
F2,H-,10,male,H,no antibiotic,2.65,7.904093792,7.72759213,43.07727147,2.57,14.41405816
F2,H-,11,male,H,no antibiotic,2.55,9.252278652,6.826906112,42.52420714,2.66,12.03938117
F2,H-,12,male,H,no antibiotic,2.61,6.328233081,2.869815856,45.85366433,2.53,10.60811384
F2,H-,13,male,H,no antibiotic,2.9,7.95448641,5.938075922,38.42577411,2.61,11.60772384
F2,H-,14,male,H,no antibiotic,2.53,4.80633966,4.869343833,28.78896352,2.68,16.34840551
F2,H-,15,male,H,no antibiotic,2.75,8.058626731,12.46108608,44.99091951,2.77,14.46954523
F2,H-,16,male,H,no antibiotic,2.27,7.617542511,11.64456536,40.57259189,2.81,16.75530969
F2,H-,17,male,H,no antibiotic,2.69,6.142967292,12.83196074,57.58362264,2.58,6.560249907
F2,H-,18,male,H,no antibiotic,2.66,5.593405957,9.347812964,48.17326242,2.65,10.9397338
F2,H-,19,male,H,no antibiotic,2.7,6.849700612,11.93797449,33.45085924,2.63,7.581155085
F2,H-,20,male,H,no antibiotic,2.68,7.394208515,11.65193534,56.06539243,2.44,11.5451437
F2,H-,21,male,H,no antibiotic,2.77,9.26771366,16.6201844,39.86020174,2.77,9.902283793
F2,H-,22,male,H,no antibiotic,2.71,9.630377942,19.29611746,30.95058985,2.68,11.54701646
F2,H-,23,male,H,no antibiotic,2.54,7.151053374,16.89158715,50.90571103,2.89,5.290854796
F2,H-,24,male,H,no antibiotic,2.66,6.571467512,13.19368434,34.02238954,2.69,5.789698625
F2,H-,25,male,H,no antibiotic,2.7,7.457170489,12.24624288,48.67787482,2.65,8.717289633
F2,H-,26,male,H,no antibiotic,2.53,4.447729954,10.36433982,56.70749458,2.79,10.06065765
F2,H-,27,male,H,no antibiotic,2.68,7.519051952,9.835119904,45.169168,2.75,14.98804659
F2,H-,28,male,H,no antibiotic,2.5,5.921063206,11.06301292,36.83931819,2.57,16.45478469
F2,N+,1,female,N,antibiotic,4.29,6.523819025,10.82917727,47.74579523,3.66,22.43915288
F2,N+,2,female,N,antibiotic,3.83,7.953861671,6.588163677,47.81761609,3.72,19.82110092
F2,N+,3,female,N,antibiotic,3.58,7.749290712,7.793132515,15.81538268,3.7,15.0499208
F2,N+,4,female,N,antibiotic,3.68,6.604186297,4.027977931,32.91338294,4.15,15.50944418
F2,N+,5,female,N,antibiotic,3.8,10.60954867,6.264453312,50.89278017,3.6,9.693412996
F2,N+,6,female,N,antibiotic,3.77,10.36240413,4.392658811,44.37933768,3.47,13.09666339
F2,N+,7,female,N,antibiotic,3.58,9.016091506,9.420398875,44.5554703,3.95,18.27072176
F2,N+,8,female,N,antibiotic,3.79,8.560173963,3.173628027,38.89364474,3.7,24.22258504
F2,N+,9,female,N,antibiotic,3.92,10.53684407,10.86085221,59.62157221,3.7,22.3267076
F2,N+,10,female,N,antibiotic,3.63,11.65164306,6.301647705,53.00867172,3.72,6.53527083
F2,N+,11,female,N,antibiotic,3.94,9.107626505,11.21138066,43.42916382,3.68,24.10756386
F2,N+,12,female,N,antibiotic,3.72,6.082654657,5.619414509,29.91927672,3.69,14.15197685
F2,N+,13,female,N,antibiotic,3.62,9.411081803,6.74788558,40.41608449,3.86,24.65958701
F2,N+,14,female,N,antibiotic,3.75,11.52408119,7.774200775,48.40844982,3.34,26.39545879
F2,N+,15,female,N,antibiotic,3.72,11.75535319,9.356813708,57.51291084,3.82,19.64124545
F2,N+,16,female,N,antibiotic,3.78,9.991696173,12.24352239,58.70824221,3.62,14.75628546
F2,N+,17,female,N,antibiotic,3.84,8.774662395,15.79580726,39.01310117,3.31,3.638676876
F2,N+,18,female,N,antibiotic,3.51,6.757487018,12.06576075,46.67608828,3.46,11.83522826
F2,N+,19,female,N,antibiotic,3.79,11.37304094,11.76498096,76.67409711,3.7,24.63079825
F2,N+,20,female,N,antibiotic,3.67,10.86567921,12.81227767,57.34505408,3.91,20.5697459
F2,N+,21,female,N,antibiotic,3.89,10.24389899,11.3717919,43.38902112,3.43,20.32858599
F2,N+,22,female,N,antibiotic,3.82,9.642046544,12.32821196,60.99906608,3.54,19.81862784
F2,N+,23,female,N,antibiotic,3.77,10.94999095,12.60396623,52.68637269,3.74,22.71176681
F2,N+,24,female,N,antibiotic,3.96,11.43110513,17.30947344,42.3877526,3.6,21.45438585
F2,N+,25,female,N,antibiotic,3.82,6.167196608,17.56351202,38.56727684,3.89,20.02618999
F2,N+,26,female,N,antibiotic,3.67,6.098227711,9.17996516,52.65934805,3.66,12.31645431
F2,N+,27,female,N,antibiotic,4.01,12.05663777,11.09617307,67.36443866,3.65,16.95274022
F2,N+,28,female,N,antibiotic,3.81,11.49010853,15.51443401,54.2320481,3.71,19.08155847
F2,C+,1,female,C,antibiotic,3.02,7.78464398,7.002289315,34.60558958,3.66,16.89139925
F2,C+,2,female,C,antibiotic,3.69,7.940503253,12.69890864,65.09031867,3.67,22.33754575
F2,C+,3,female,C,antibiotic,3.82,10.09332738,6.33081665,35.28020778,3.63,19.24214658
F2,C+,4,female,C,antibiotic,3.8,9.13117525,5.434765139,38.55710461,4,13.99232038
F2,C+,5,female,C,antibiotic,3.56,8.264490365,6.511938156,40.98475421,3.69,32.84792977
F2,C+,6,female,C,antibiotic,4.08,9.918181589,4.117071225,50.77203165,3.71,16.62900212
F2,C+,7,female,C,antibiotic,3.96,7.764000592,10.08197975,49.94426234,3.53,14.23565222
F2,C+,8,female,C,antibiotic,3.53,9.80045672,3.601086782,34.07572571,3.94,18.82035358
F2,C+,9,female,C,antibiotic,3.62,10.56610134,10.3794597,52.95711391,3.81,27.03017959
F2,C+,10,female,C,antibiotic,3.43,7.721956406,2.111563069,35.22910756,3.77,26.28192934
F2,C+,11,female,C,antibiotic,4.04,9.342951035,10.50050819,44.26836581,3.77,25.41626107
F2,C+,12,female,C,antibiotic,3.72,9.881253041,10.41740683,57.45073529,3.75,16.34872129
F2,C+,13,female,C,antibiotic,3.64,8.608702368,5.06700551,41.40397721,3.76,18.22540829
F2,C+,14,female,C,antibiotic,3.6,9.397946622,7.794753229,42.13312378,3.43,25.85637884
F2,C+,15,female,C,antibiotic,3.79,11.5776888,10.61434772,72.96547872,3.82,32.01671232
F2,C+,16,female,C,antibiotic,3.84,8.472635838,8.438372859,53.96304169,3.47,16.78590442
F2,C+,17,female,C,antibiotic,3.76,9.248057722,9.181307324,29.59387201,4.01,16.90915441
F2,C+,18,female,C,antibiotic,3.8,11.60413509,16.45060198,68.53940558,3.78,29.61338739
F2,C+,19,female,C,antibiotic,3.77,10.89691208,8.974767244,60.41621924,3.82,21.17278678
